orderId,itemId,Quantity,Name,catId,catName
5328,7,1,Margherita Pizza,27,Pizza 
5328,90,1,French Fries,29,Starters
5331,82,1,Chicken Supreme ,27,Pizza 
5331,123,2,Pepsi 1,38,Beverages 
5336,15,1,Veggie Lovers Pizza ,27,Pizza 
5336,123,1,Pepsi 1,38,Beverages 
5338,88,1,Chicken Fingers(Boneless) ,29,Starters
5338,36,1,Cheese Garlic Bread ,29,Starters
5338,23,1,Jughalbandhi,27,Pizza 
5338,123,1,Pepsi 1,38,Beverages 
5347,83,1,Supreme Combo,27,Pizza 
5347,123,2,Pepsi 1,38,Beverages 
5347,33,1,Potato Wedges,29,Starters
5348,33,1,Potato Wedges,29,Starters
5348,11,1,Garden Fresh Pizza ,27,Pizza 
5349,7,1,Margherita Pizza,27,Pizza 
5349,90,1,French Fries,29,Starters
5349,15,1,Veggie Lovers Pizza ,27,Pizza 
5349,97,2,Pepsi,38,Beverages 
5352,82,1,Chicken Supreme ,27,Pizza 
5352,36,1,Cheese Garlic Bread ,29,Starters
5359,88,1,Chicken Fingers(Boneless) ,29,Starters
5359,123,1,Pepsi 1,38,Beverages 
5360,77,1,Chicken Delight ,27,Pizza 
5360,97,2,Pepsi,38,Beverages 
5361,23,1,Jughalbandhi,27,Pizza 
5361,33,1,Potato Wedges,29,Starters
5361,36,2,Cheese Garlic Bread ,29,Starters
5361,123,1,Pepsi 1,38,Beverages 
5362,123,1,Pepsi 1,38,Beverages 
5362,123,1,Pepsi 1,38,Beverages 
5363,7,1,Margherita Pizza,27,Pizza 
5363,34,1,Cheese Sticks ,29,Starters
5383,90,2,French Fries,29,Starters
5383,7,3,Margherita Pizza,27,Pizza 
5384,34,2,Cheese Sticks ,29,Starters
5384,7,1,Margherita Pizza,27,Pizza 
5384,39,1,Lava Cake,31,Desserts
5385,78,1,Chicken Sausage ,27,Pizza 
5385,34,2,Cheese Sticks ,29,Starters
5385,123,2,Pepsi 1,38,Beverages 
5391,34,2,Cheese Sticks ,29,Starters
5391,122,1,Water Bottle ,38,Beverages 
5392,33,1,Potato Wedges,29,Starters
5392,7,4,Margherita Pizza,27,Pizza 
5392,127,1,Carry Bag,38,Beverages 
5393,7,1,Margherita Pizza,27,Pizza 
5393,7,2,Margherita Pizza,27,Pizza 
5396,127,1,Carry Bag,38,Beverages 
5396,77,1,Chicken Delight ,27,Pizza 
5397,83,1,Supreme Combo,27,Pizza 
5397,33,1,Potato Wedges,29,Starters
5397,39,1,Lava Cake,31,Desserts
5397,123,2,Pepsi 1,38,Beverages 
5400,36,1,Cheese Garlic Bread ,29,Starters
5400,88,1,Chicken Fingers(Boneless) ,29,Starters
5401,78,1,Chicken Sausage ,27,Pizza 
5401,123,1,Pepsi 1,38,Beverages 
5401,123,1,Pepsi 1,38,Beverages 
5406,7,1,Margherita Pizza,27,Pizza 
5406,87,1,BBQ Cottage Cheese,28,Pizza Cones
5408,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
5408,33,1,Potato Wedges,29,Starters
5410,123,1,Pepsi 1,38,Beverages 
5410,123,1,Pepsi 1,38,Beverages 
5414,7,1,Margherita Pizza,27,Pizza 
5414,35,1,Garlic Bread,29,Starters
5416,7,1,Margherita Pizza,27,Pizza 
5416,34,1,Cheese Sticks ,29,Starters
5417,25,1,Panner Tandoori Pizza,27,Pizza 
5417,97,1,Pepsi,38,Beverages 
5420,90,2,French Fries,29,Starters
5420,88,1,Chicken Fingers(Boneless) ,29,Starters
5420,16,1,Corn Exotica Pizza,27,Pizza 
5423,7,1,Margherita Pizza,27,Pizza 
5423,77,1,Chicken Delight ,27,Pizza 
5423,123,2,Pepsi 1,38,Beverages 
5425,36,1,Cheese Garlic Bread ,29,Starters
5425,7,1,Margherita Pizza,27,Pizza 
5425,11,1,Garden Fresh Pizza ,27,Pizza 
5425,123,1,Pepsi 1,38,Beverages 
5425,126,1,Water Bottle 1,38,Beverages 
5429,90,1,French Fries,29,Starters
5429,123,2,Pepsi 1,38,Beverages 
5433,90,1,French Fries,29,Starters
5433,88,1,Chicken Fingers(Boneless) ,29,Starters
5433,123,1,Pepsi 1,38,Beverages 
5434,109,1,Cheesy Veggie Pasta,55,Pasta
5434,123,1,Pepsi 1,38,Beverages 
5436,90,2,French Fries,29,Starters
5436,11,1,Garden Fresh Pizza ,27,Pizza 
5438,35,1,Garlic Bread,29,Starters
5438,37,1,Super Cheese,29,Starters
5438,34,1,Cheese Sticks ,29,Starters
5439,16,1,Corn Exotica Pizza,27,Pizza 
5439,90,1,French Fries,29,Starters
5442,16,1,Corn Exotica Pizza,27,Pizza 
5442,33,1,Potato Wedges,29,Starters
5447,85,1,Tandoori Chicken,27,Pizza 
5447,123,3,Pepsi 1,38,Beverages 
5452,36,1,Cheese Garlic Bread ,29,Starters
5452,90,1,French Fries,29,Starters
5452,19,1,Veg Feast Pizza ,27,Pizza 
5452,122,1,Water Bottle ,38,Beverages 
5452,96,2,7UP,38,Beverages 
5453,36,1,Cheese Garlic Bread ,29,Starters
5453,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
5454,7,2,Margherita Pizza,27,Pizza 
5454,34,1,Cheese Sticks ,29,Starters
5454,35,1,Garlic Bread,29,Starters
5455,36,1,Cheese Garlic Bread ,29,Starters
5455,122,1,Water Bottle ,38,Beverages 
5455,122,1,Water Bottle ,38,Beverages 
5458,88,1,Chicken Fingers(Boneless) ,29,Starters
5458,90,1,French Fries,29,Starters
5467,11,1,Garden Fresh Pizza ,27,Pizza 
5467,36,1,Cheese Garlic Bread ,29,Starters
5469,7,1,Margherita Pizza,27,Pizza 
5469,78,1,Chicken Sausage ,27,Pizza 
5470,7,2,Margherita Pizza,27,Pizza 
5470,36,1,Cheese Garlic Bread ,29,Starters
5470,123,1,Pepsi 1,38,Beverages 
5471,15,1,Veggie Lovers Pizza ,27,Pizza 
5471,90,1,French Fries,29,Starters
5472,123,1,Pepsi 1,38,Beverages 
5472,126,1,Water Bottle 1,38,Beverages 
5475,11,1,Garden Fresh Pizza ,27,Pizza 
5475,90,1,French Fries,29,Starters
5479,77,1,Chicken Delight ,27,Pizza 
5479,123,4,Pepsi 1,38,Beverages 
5481,25,1,Panner Tandoori Pizza,27,Pizza 
5481,7,1,Margherita Pizza,27,Pizza 
5481,90,1,French Fries,29,Starters
5482,7,1,Margherita Pizza,27,Pizza 
5482,34,1,Cheese Sticks ,29,Starters
5483,31,1,Garden Fresh Pizza Cone,28,Pizza Cones
5483,87,1,BBQ Cottage Cheese,28,Pizza Cones
5483,34,1,Cheese Sticks ,29,Starters
5483,123,2,Pepsi 1,38,Beverages 
5485,29,1,Veg Kolhapuri Pizza,27,Pizza 
5485,25,1,Panner Tandoori Pizza,27,Pizza 
5485,123,1,Pepsi 1,38,Beverages 
5491,7,1,Margherita Pizza,27,Pizza 
5491,122,1,Water Bottle ,38,Beverages 
5493,16,1,Corn Exotica Pizza,27,Pizza 
5493,123,2,Pepsi 1,38,Beverages 
5493,17,1,Veg Supreme Pizza,27,Pizza 
5496,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
5496,37,2,Super Cheese,29,Starters
5496,39,2,Lava Cake,31,Desserts
5498,7,1,Margherita Pizza,27,Pizza 
5498,37,1,Super Cheese,29,Starters
5499,123,1,Pepsi 1,38,Beverages 
5499,123,1,Pepsi 1,38,Beverages 
5501,78,1,Chicken Sausage ,27,Pizza 
5501,81,1,All Meat Extravaganza,27,Pizza 
5501,123,2,Pepsi 1,38,Beverages 
5502,77,1,Chicken Delight ,27,Pizza 
5502,123,1,Pepsi 1,38,Beverages 
5504,7,1,Margherita Pizza,27,Pizza 
5504,123,1,Pepsi 1,38,Beverages 
5505,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
5505,37,1,Super Cheese,29,Starters
5506,9,1,Simply Veggie Pizza,27,Pizza 
5506,90,1,French Fries,29,Starters
5508,83,2,Supreme Combo,27,Pizza 
5508,123,2,Pepsi 1,38,Beverages 
5509,7,3,Margherita Pizza,27,Pizza 
5509,123,2,Pepsi 1,38,Beverages 
5509,90,1,French Fries,29,Starters
5512,109,2,Cheesy Veggie Pasta,55,Pasta
5512,122,1,Water Bottle ,38,Beverages 
5512,123,1,Pepsi 1,38,Beverages 
5513,86,1,Pepperoni,27,Pizza 
5513,82,1,Chicken Supreme ,27,Pizza 
5513,123,2,Pepsi 1,38,Beverages 
5513,39,1,Lava Cake,31,Desserts
5516,90,2,French Fries,29,Starters
5516,34,1,Cheese Sticks ,29,Starters
5518,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
5518,123,2,Pepsi 1,38,Beverages 
5518,33,1,Potato Wedges,29,Starters
5518,16,1,Corn Exotica Pizza,27,Pizza 
5520,16,1,Corn Exotica Pizza,27,Pizza 
5520,19,1,Veg Feast Pizza ,27,Pizza 
5520,39,1,Lava Cake,31,Desserts
5520,123,2,Pepsi 1,38,Beverages 
5520,90,1,French Fries,29,Starters
5521,16,1,Corn Exotica Pizza,27,Pizza 
5521,122,1,Water Bottle ,38,Beverages 
5524,110,1,Cheese Chicken Pasta ,55,Pasta
5524,90,1,French Fries,29,Starters
5527,7,2,Margherita Pizza,27,Pizza 
5527,90,1,French Fries,29,Starters
5528,34,1,Cheese Sticks ,29,Starters
5528,90,1,French Fries,29,Starters
5528,99,1,Meal For 2 Veg,39,Meal Deal
5530,37,1,Super Cheese,29,Starters
5530,23,1,Jughalbandhi,27,Pizza 
5537,109,2,Cheesy Veggie Pasta,55,Pasta
5537,90,2,French Fries,29,Starters
5537,109,1,Cheesy Veggie Pasta,55,Pasta
5538,23,1,Jughalbandhi,27,Pizza 
5538,88,1,Chicken Fingers(Boneless) ,29,Starters
5538,122,1,Water Bottle ,38,Beverages 
5541,77,2,Chicken Delight ,27,Pizza 
5541,123,1,Pepsi 1,38,Beverages 
5541,126,1,Water Bottle 1,38,Beverages 
5547,34,1,Cheese Sticks ,29,Starters
5547,7,1,Margherita Pizza,27,Pizza 
5550,15,1,Veggie Lovers Pizza ,27,Pizza 
5550,77,1,Chicken Delight ,27,Pizza 
5551,77,1,Chicken Delight ,27,Pizza 
5551,90,1,French Fries,29,Starters
5552,7,4,Margherita Pizza,27,Pizza 
5552,90,4,French Fries,29,Starters
5553,15,1,Veggie Lovers Pizza ,27,Pizza 
5553,90,1,French Fries,29,Starters
5553,96,2,7UP,38,Beverages 
5554,77,1,Chicken Delight ,27,Pizza 
5554,36,1,Cheese Garlic Bread ,29,Starters
5555,77,1,Chicken Delight ,27,Pizza 
5555,123,1,Pepsi 1,38,Beverages 
5557,11,1,Garden Fresh Pizza ,27,Pizza 
5557,35,2,Garlic Bread,29,Starters
5557,39,1,Lava Cake,31,Desserts
5558,17,1,Veg Supreme Pizza,27,Pizza 
5558,109,1,Cheesy Veggie Pasta,55,Pasta
5558,123,1,Pepsi 1,38,Beverages 
5561,19,1,Veg Feast Pizza ,27,Pizza 
5561,16,1,Corn Exotica Pizza,27,Pizza 
5561,124,3,Mountain Due 1,38,Beverages 
5564,90,1,French Fries,29,Starters
5564,77,1,Chicken Delight ,27,Pizza 
5568,36,2,Cheese Garlic Bread ,29,Starters
5568,90,1,French Fries,29,Starters
5569,90,1,French Fries,29,Starters
5569,7,1,Margherita Pizza,27,Pizza 
5569,123,1,Pepsi 1,38,Beverages 
5570,15,1,Veggie Lovers Pizza ,27,Pizza 
5570,123,1,Pepsi 1,38,Beverages 
5571,19,1,Veg Feast Pizza ,27,Pizza 
5571,123,2,Pepsi 1,38,Beverages 
5572,77,1,Chicken Delight ,27,Pizza 
5572,123,1,Pepsi 1,38,Beverages 
5574,16,1,Corn Exotica Pizza,27,Pizza 
5574,123,1,Pepsi 1,38,Beverages 
5574,33,1,Potato Wedges,29,Starters
5577,35,1,Garlic Bread,29,Starters
5577,90,1,French Fries,29,Starters
5577,34,1,Cheese Sticks ,29,Starters
5577,9,1,Simply Veggie Pizza,27,Pizza 
5577,11,1,Garden Fresh Pizza ,27,Pizza 
5577,123,4,Pepsi 1,38,Beverages 
5580,36,1,Cheese Garlic Bread ,29,Starters
5580,110,1,Cheese Chicken Pasta ,55,Pasta
5580,78,1,Chicken Sausage ,27,Pizza 
5580,123,1,Pepsi 1,38,Beverages 
5581,7,2,Margherita Pizza,27,Pizza 
5581,123,2,Pepsi 1,38,Beverages 
5582,7,1,Margherita Pizza,27,Pizza 
5582,123,1,Pepsi 1,38,Beverages 
5583,11,1,Garden Fresh Pizza ,27,Pizza 
5583,16,1,Corn Exotica Pizza,27,Pizza 
5584,7,1,Margherita Pizza,27,Pizza 
5584,9,1,Simply Veggie Pizza,27,Pizza 
5587,11,1,Garden Fresh Pizza ,27,Pizza 
5587,37,2,Super Cheese,29,Starters
5587,123,2,Pepsi 1,38,Beverages 
5587,126,1,Water Bottle 1,38,Beverages 
5588,77,1,Chicken Delight ,27,Pizza 
5588,39,1,Lava Cake,31,Desserts
5588,123,1,Pepsi 1,38,Beverages 
5589,29,1,Veg Kolhapuri Pizza,27,Pizza 
5589,90,1,French Fries,29,Starters
5594,90,1,French Fries,29,Starters
5594,123,1,Pepsi 1,38,Beverages 
5596,77,1,Chicken Delight ,27,Pizza 
5596,90,1,French Fries,29,Starters
5596,123,2,Pepsi 1,38,Beverages 
5598,77,1,Chicken Delight ,27,Pizza 
5598,123,1,Pepsi 1,38,Beverages 
5600,39,1,Lava Cake,31,Desserts
5600,97,1,Pepsi,38,Beverages 
5602,82,1,Chicken Supreme ,27,Pizza 
5602,123,2,Pepsi 1,38,Beverages 
5604,90,1,French Fries,29,Starters
5604,7,1,Margherita Pizza,27,Pizza 
5605,7,1,Margherita Pizza,27,Pizza 
5605,123,1,Pepsi 1,38,Beverages 
5606,90,1,French Fries,29,Starters
5606,123,1,Pepsi 1,38,Beverages 
5607,11,2,Garden Fresh Pizza ,27,Pizza 
5607,90,1,French Fries,29,Starters
5608,7,1,Margherita Pizza,27,Pizza 
5608,88,1,Chicken Fingers(Boneless) ,29,Starters
5608,90,1,French Fries,29,Starters
5611,17,1,Veg Supreme Pizza,27,Pizza 
5611,123,1,Pepsi 1,38,Beverages 
5615,16,1,Corn Exotica Pizza,27,Pizza 
5615,90,2,French Fries,29,Starters
5615,126,1,Water Bottle 1,38,Beverages 
5616,17,1,Veg Supreme Pizza,27,Pizza 
5616,19,1,Veg Feast Pizza ,27,Pizza 
5616,123,1,Pepsi 1,38,Beverages 
5619,77,1,Chicken Delight ,27,Pizza 
5619,82,1,Chicken Supreme ,27,Pizza 
5619,97,3,Pepsi,38,Beverages 
5620,17,1,Veg Supreme Pizza,27,Pizza 
5620,90,1,French Fries,29,Starters
5621,77,1,Chicken Delight ,27,Pizza 
5621,9,1,Simply Veggie Pizza,27,Pizza 
5622,90,1,French Fries,29,Starters
5622,11,1,Garden Fresh Pizza ,27,Pizza 
5626,9,1,Simply Veggie Pizza,27,Pizza 
5626,90,1,French Fries,29,Starters
5628,16,1,Corn Exotica Pizza,27,Pizza 
5628,23,1,Jughalbandhi,27,Pizza 
5628,36,1,Cheese Garlic Bread ,29,Starters
5632,77,1,Chicken Delight ,27,Pizza 
5632,110,1,Cheese Chicken Pasta ,55,Pasta
5632,123,1,Pepsi 1,38,Beverages 
5633,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
5633,78,1,Chicken Sausage ,27,Pizza 
5633,36,1,Cheese Garlic Bread ,29,Starters
5633,123,2,Pepsi 1,38,Beverages 
5636,7,1,Margherita Pizza,27,Pizza 
5636,90,1,French Fries,29,Starters
5639,87,1,BBQ Cottage Cheese,28,Pizza Cones
5639,34,1,Cheese Sticks ,29,Starters
5644,7,1,Margherita Pizza,27,Pizza 
5644,11,1,Garden Fresh Pizza ,27,Pizza 
5644,7,1,Margherita Pizza,27,Pizza 
5644,7,1,Margherita Pizza,27,Pizza 
5645,25,1,Panner Tandoori Pizza,27,Pizza 
5645,97,3,Pepsi,38,Beverages 
5649,11,1,Garden Fresh Pizza ,27,Pizza 
5649,123,2,Pepsi 1,38,Beverages 
5650,7,1,Margherita Pizza,27,Pizza 
5650,123,1,Pepsi 1,38,Beverages 
5651,7,1,Margherita Pizza,27,Pizza 
5651,90,1,French Fries,29,Starters
5651,123,1,Pepsi 1,38,Beverages 
5651,126,1,Water Bottle 1,38,Beverages 
5653,99,1,Meal For 2 Veg,39,Meal Deal
5653,90,2,French Fries,29,Starters
5655,109,1,Cheesy Veggie Pasta,55,Pasta
5655,33,1,Potato Wedges,29,Starters
5655,39,1,Lava Cake,31,Desserts
5657,77,1,Chicken Delight ,27,Pizza 
5657,90,1,French Fries,29,Starters
5659,19,1,Veg Feast Pizza ,27,Pizza 
5659,90,1,French Fries,29,Starters
5659,123,1,Pepsi 1,38,Beverages 
5660,77,1,Chicken Delight ,27,Pizza 
5660,36,1,Cheese Garlic Bread ,29,Starters
5660,123,2,Pepsi 1,38,Beverages 
5662,25,1,Panner Tandoori Pizza,27,Pizza 
5662,109,1,Cheesy Veggie Pasta,55,Pasta
5665,7,1,Margherita Pizza,27,Pizza 
5665,36,1,Cheese Garlic Bread ,29,Starters
5667,80,1,Sausage Lovers ,27,Pizza 
5667,123,1,Pepsi 1,38,Beverages 
5668,19,1,Veg Feast Pizza ,27,Pizza 
5668,90,1,French Fries,29,Starters
5669,90,1,French Fries,29,Starters
5669,97,1,Pepsi,38,Beverages 
5671,7,1,Margherita Pizza,27,Pizza 
5671,97,1,Pepsi,38,Beverages 
5673,15,1,Veggie Lovers Pizza ,27,Pizza 
5673,16,1,Corn Exotica Pizza,27,Pizza 
5673,90,1,French Fries,29,Starters
5673,36,1,Cheese Garlic Bread ,29,Starters
5673,123,2,Pepsi 1,38,Beverages 
5673,126,1,Water Bottle 1,38,Beverages 
5674,87,1,BBQ Cottage Cheese,28,Pizza Cones
5674,39,1,Lava Cake,31,Desserts
5676,21,1,Rainbow Veggie Pizza ,27,Pizza 
5676,33,1,Potato Wedges,29,Starters
5676,123,1,Pepsi 1,38,Beverages 
5677,23,1,Jughalbandhi,27,Pizza 
5677,90,1,French Fries,29,Starters
5677,122,1,Water Bottle ,38,Beverages 
5680,77,1,Chicken Delight ,27,Pizza 
5680,110,1,Cheese Chicken Pasta ,55,Pasta
5680,123,2,Pepsi 1,38,Beverages 
5681,11,1,Garden Fresh Pizza ,27,Pizza 
5681,126,1,Water Bottle 1,38,Beverages 
5682,7,1,Margherita Pizza,27,Pizza 
5682,34,1,Cheese Sticks ,29,Starters
5685,126,1,Water Bottle 1,38,Beverages 
5685,126,1,Water Bottle 1,38,Beverages 
5685,126,1,Water Bottle 1,38,Beverages 
5685,123,2,Pepsi 1,38,Beverages 
5685,123,1,Pepsi 1,38,Beverages 
5686,7,1,Margherita Pizza,27,Pizza 
5686,109,1,Cheesy Veggie Pasta,55,Pasta
5686,34,1,Cheese Sticks ,29,Starters
5686,126,1,Water Bottle 1,38,Beverages 
5688,82,1,Chicken Supreme ,27,Pizza 
5688,23,1,Jughalbandhi,27,Pizza 
5688,123,2,Pepsi 1,38,Beverages 
5690,7,1,Margherita Pizza,27,Pizza 
5690,123,1,Pepsi 1,38,Beverages 
5691,7,1,Margherita Pizza,27,Pizza 
5691,87,1,BBQ Cottage Cheese,28,Pizza Cones
5693,7,1,Margherita Pizza,27,Pizza 
5693,98,2,Miranda,38,Beverages 
5695,32,1,Chicken Tikka Pizza Cone,28,Pizza Cones
5695,37,1,Super Cheese,29,Starters
5696,25,1,Panner Tandoori Pizza,27,Pizza 
5696,36,1,Cheese Garlic Bread ,29,Starters
5696,122,1,Water Bottle ,38,Beverages 
5698,11,1,Garden Fresh Pizza ,27,Pizza 
5698,122,1,Water Bottle ,38,Beverages 
5700,90,1,French Fries,29,Starters
5700,15,1,Veggie Lovers Pizza ,27,Pizza 
5700,33,1,Potato Wedges,29,Starters
5700,25,1,Panner Tandoori Pizza,27,Pizza 
5700,126,1,Water Bottle 1,38,Beverages 
5700,123,2,Pepsi 1,38,Beverages 
5701,11,1,Garden Fresh Pizza ,27,Pizza 
5701,33,1,Potato Wedges,29,Starters
5701,123,1,Pepsi 1,38,Beverages 
5703,77,2,Chicken Delight ,27,Pizza 
5703,122,1,Water Bottle ,38,Beverages 
5704,7,1,Margherita Pizza,27,Pizza 
5704,11,1,Garden Fresh Pizza ,27,Pizza 
5704,90,1,French Fries,29,Starters
5706,77,1,Chicken Delight ,27,Pizza 
5706,123,2,Pepsi 1,38,Beverages 
5707,79,1,Grilled Chicken ,27,Pizza 
5707,23,1,Jughalbandhi,27,Pizza 
5707,90,3,French Fries,29,Starters
5707,87,1,BBQ Cottage Cheese,28,Pizza Cones
5711,77,1,Chicken Delight ,27,Pizza 
5711,88,1,Chicken Fingers(Boneless) ,29,Starters
5711,36,1,Cheese Garlic Bread ,29,Starters
5711,126,1,Water Bottle 1,38,Beverages 
5712,77,3,Chicken Delight ,27,Pizza 
5712,90,2,French Fries,29,Starters
5712,124,4,Mountain Due 1,38,Beverages 
5714,7,1,Margherita Pizza,27,Pizza 
5714,123,1,Pepsi 1,38,Beverages 
5715,7,1,Margherita Pizza,27,Pizza 
5715,123,2,Pepsi 1,38,Beverages 
5716,77,1,Chicken Delight ,27,Pizza 
5716,36,2,Cheese Garlic Bread ,29,Starters
5716,77,1,Chicken Delight ,27,Pizza 
5716,97,4,Pepsi,38,Beverages 
5717,90,1,French Fries,29,Starters
5717,36,1,Cheese Garlic Bread ,29,Starters
5717,7,1,Margherita Pizza,27,Pizza 
5721,90,1,French Fries,29,Starters
5721,123,1,Pepsi 1,38,Beverages 
5721,90,1,French Fries,29,Starters
5722,90,2,French Fries,29,Starters
5722,77,1,Chicken Delight ,27,Pizza 
5722,123,2,Pepsi 1,38,Beverages 
5723,7,1,Margherita Pizza,27,Pizza 
5723,123,1,Pepsi 1,38,Beverages 
5724,77,1,Chicken Delight ,27,Pizza 
5724,123,2,Pepsi 1,38,Beverages 
5727,78,1,Chicken Sausage ,27,Pizza 
5727,77,1,Chicken Delight ,27,Pizza 
5728,7,1,Margherita Pizza,27,Pizza 
5728,123,1,Pepsi 1,38,Beverages 
5730,23,1,Jughalbandhi,27,Pizza 
5730,90,1,French Fries,29,Starters
5731,90,1,French Fries,29,Starters
5731,123,1,Pepsi 1,38,Beverages 
5731,79,1,Grilled Chicken ,27,Pizza 
5732,110,1,Cheese Chicken Pasta ,55,Pasta
5732,79,1,Grilled Chicken ,27,Pizza 
5732,123,2,Pepsi 1,38,Beverages 
5736,79,1,Grilled Chicken ,27,Pizza 
5736,90,1,French Fries,29,Starters
5737,7,1,Margherita Pizza,27,Pizza 
5737,16,1,Corn Exotica Pizza,27,Pizza 
5737,123,1,Pepsi 1,38,Beverages 
5742,77,1,Chicken Delight ,27,Pizza 
5742,90,1,French Fries,29,Starters
5742,123,1,Pepsi 1,38,Beverages 
5744,25,1,Panner Tandoori Pizza,27,Pizza 
5744,35,1,Garlic Bread,29,Starters
5746,15,1,Veggie Lovers Pizza ,27,Pizza 
5746,124,1,Mountain Due 1,38,Beverages 
5749,23,1,Jughalbandhi,27,Pizza 
5749,36,1,Cheese Garlic Bread ,29,Starters
5751,9,1,Simply Veggie Pizza,27,Pizza 
5751,25,1,Panner Tandoori Pizza,27,Pizza 
5751,90,1,French Fries,29,Starters
5752,7,1,Margherita Pizza,27,Pizza 
5752,127,1,Carry Bag,38,Beverages 
5754,7,1,Margherita Pizza,27,Pizza 
5754,7,1,Margherita Pizza,27,Pizza 
5757,7,1,Margherita Pizza,27,Pizza 
5757,126,1,Water Bottle 1,38,Beverages 
5757,126,1,Water Bottle 1,38,Beverages 
5758,21,1,Rainbow Veggie Pizza ,27,Pizza 
5758,97,1,Pepsi,38,Beverages 
5759,33,1,Potato Wedges,29,Starters
5759,123,2,Pepsi 1,38,Beverages 
5760,25,1,Panner Tandoori Pizza,27,Pizza 
5760,97,1,Pepsi,38,Beverages 
5762,109,1,Cheesy Veggie Pasta,55,Pasta
5762,36,1,Cheese Garlic Bread ,29,Starters
5762,81,1,All Meat Extravaganza,27,Pizza 
5762,126,1,Water Bottle 1,38,Beverages 
5766,7,1,Margherita Pizza,27,Pizza 
5766,7,1,Margherita Pizza,27,Pizza 
5766,90,1,French Fries,29,Starters
5766,88,1,Chicken Fingers(Boneless) ,29,Starters
5766,123,1,Pepsi 1,38,Beverages 
5768,39,2,Lava Cake,31,Desserts
5768,97,2,Pepsi,38,Beverages 
5768,7,1,Margherita Pizza,27,Pizza 
5770,23,1,Jughalbandhi,27,Pizza 
5770,25,1,Panner Tandoori Pizza,27,Pizza 
5770,123,2,Pepsi 1,38,Beverages 
5771,11,1,Garden Fresh Pizza ,27,Pizza 
5771,123,2,Pepsi 1,38,Beverages 
5772,80,1,Sausage Lovers ,27,Pizza 
5772,90,1,French Fries,29,Starters
5773,37,1,Super Cheese,29,Starters
5773,37,1,Super Cheese,29,Starters
5776,7,1,Margherita Pizza,27,Pizza 
5776,123,2,Pepsi 1,38,Beverages 
5777,101,1,Meal For 4 Veg ,39,Meal Deal
5777,36,1,Cheese Garlic Bread ,29,Starters
5777,90,1,French Fries,29,Starters
5778,101,1,Meal For 4 Veg ,39,Meal Deal
5778,77,1,Chicken Delight ,27,Pizza 
5782,109,1,Cheesy Veggie Pasta,55,Pasta
5782,34,1,Cheese Sticks ,29,Starters
5782,97,1,Pepsi,38,Beverages 
5788,81,1,All Meat Extravaganza,27,Pizza 
5788,97,1,Pepsi,38,Beverages 
5789,25,1,Panner Tandoori Pizza,27,Pizza 
5789,27,1,Hot Chilli Pizza,27,Pizza 
5789,123,3,Pepsi 1,38,Beverages 
5790,90,1,French Fries,29,Starters
5790,77,1,Chicken Delight ,27,Pizza 
5791,36,2,Cheese Garlic Bread ,29,Starters
5791,9,1,Simply Veggie Pizza,27,Pizza 
5791,126,1,Water Bottle 1,38,Beverages 
5792,77,1,Chicken Delight ,27,Pizza 
5792,90,1,French Fries,29,Starters
5792,98,2,Miranda,38,Beverages 
5795,7,1,Margherita Pizza,27,Pizza 
5795,123,1,Pepsi 1,38,Beverages 
5797,90,1,French Fries,29,Starters
5797,88,1,Chicken Fingers(Boneless) ,29,Starters
5797,123,1,Pepsi 1,38,Beverages 
5800,77,1,Chicken Delight ,27,Pizza 
5800,11,1,Garden Fresh Pizza ,27,Pizza 
5800,123,1,Pepsi 1,38,Beverages 
5801,81,1,All Meat Extravaganza,27,Pizza 
5801,82,1,Chicken Supreme ,27,Pizza 
5803,36,2,Cheese Garlic Bread ,29,Starters
5803,90,1,French Fries,29,Starters
5803,109,1,Cheesy Veggie Pasta,55,Pasta
5806,17,1,Veg Supreme Pizza,27,Pizza 
5806,123,1,Pepsi 1,38,Beverages 
5808,81,1,All Meat Extravaganza,27,Pizza 
5808,123,2,Pepsi 1,38,Beverages 
5808,34,1,Cheese Sticks ,29,Starters
5808,88,1,Chicken Fingers(Boneless) ,29,Starters
5811,11,1,Garden Fresh Pizza ,27,Pizza 
5811,97,1,Pepsi,38,Beverages 
5813,90,1,French Fries,29,Starters
5813,77,1,Chicken Delight ,27,Pizza 
5814,80,1,Sausage Lovers ,27,Pizza 
5814,123,1,Pepsi 1,38,Beverages 
5815,77,1,Chicken Delight ,27,Pizza 
5815,123,2,Pepsi 1,38,Beverages 
5816,88,1,Chicken Fingers(Boneless) ,29,Starters
5816,123,1,Pepsi 1,38,Beverages 
5818,90,1,French Fries,29,Starters
5818,109,1,Cheesy Veggie Pasta,55,Pasta
5818,15,1,Veggie Lovers Pizza ,27,Pizza 
5823,79,1,Grilled Chicken ,27,Pizza 
5823,82,1,Chicken Supreme ,27,Pizza 
5823,126,1,Water Bottle 1,38,Beverages 
5825,90,1,French Fries,29,Starters
5825,123,1,Pepsi 1,38,Beverages 
5829,36,2,Cheese Garlic Bread ,29,Starters
